wafer_id,die_x,die_y,center_x_mm,center_y_mm,dist_from_center,Vth_V,Idsat_uA,Rs_ohm_sq
14,-13,3,-130,30,133.42,0.4657,771.05,156.46
14,-13,4,-130,40,136.01,0.4708,805.67,161.8
14,-12,-6,-120,-60,134.16,0.4688,811.13,155.72
14,-12,-5,-120,-50,130.0,0.4632,768.69,154.06
14,-12,-4,-120,-40,126.49,0.457,771.37,148.66
14,-12,-3,-120,-30,123.69,0.4583,770.7,152.5
14,-12,-2,-120,-20,121.66,0.4642,775.02,148.97
14,-12,-1,-120,-10,120.42,0.4467,778.99,150.64
14,-12,0,-120,0,120.0,0.4465,803.46,154.17
14,-12,1,-120,10,120.42,0.4451,773.17,155.06
14,-12,2,-120,20,121.66,0.4473,774.03,152.04
14,-12,3,-120,30,123.69,0.4524,818.61,154.29
14,-12,4,-120,40,126.49,0.4618,784.9,155.89
14,-12,5,-120,50,130.0,0.4633,776.12,148.86
14,-12,6,-120,60,134.16,0.4577,775.77,155.83
14,-11,-8,-110,-80,136.01,0.471,779.61,154.95
14,-11,-7,-110,-70,130.38,0.4516,770.36,148.42
14,-11,-6,-110,-60,125.3,0.4542,791.19,155.11
14,-11,-5,-110,-50,120.83,0.4521,804.81,156.98
14,-11,-4,-110,-40,117.05,0.4631,808.67,149.37
14,-11,-3,-110,-30,114.02,0.4436,806.05,155.95
14,-11,-2,-110,-20,111.8,0.4678,768.29,151.74
14,-11,-1,-110,-10,110.45,0.445,791.31,154.0
14,-11,0,-110,0,110.0,0.4569,772.14,150.86
14,-11,1,-110,10,110.45,0.4498,807.78,149.27
14,-11,2,-110,20,111.8,0.4557,788.54,156.92
14,-11,3,-110,30,114.02,0.4607,790.48,150.7
14,-11,4,-110,40,117.05,0.4561,823.66,153.9
14,-11,5,-110,50,120.83,0.46,799.15,154.3
14,-11,6,-110,60,125.3,0.4645,796.59,150.2
14,-11,7,-110,70,130.38,0.4508,793.7,154.95
14,-11,8,-110,80,136.01,0.4592,769.33,156.23
14,-10,-9,-100,-90,134.54,0.467,758.09,154.6
14,-10,-8,-100,-80,128.06,0.4592,780.68,150.25
14,-10,-7,-100,-70,122.07,0.4524,783.4,147.15
14,-10,-6,-100,-60,116.62,0.4644,789.97,150.35
14,-10,-5,-100,-50,111.8,0.4463,797.07,146.53
14,-10,-4,-100,-40,107.7,0.459,807.27,149.24
14,-10,-3,-100,-30,104.4,0.4342,787.44,150.01
14,-10,-2,-100,-20,101.98,0.4508,824.08,151.77
14,-10,-1,-100,-10,100.5,0.4651,809.68,151.84
14,-10,0,-100,0,100.0,0.4524,768.41,144.44
14,-10,1,-100,10,100.5,0.4575,796.63,153.77
14,-10,2,-100,20,101.98,0.4393,802.12,152.14
14,-10,3,-100,30,104.4,0.4473,780.45,147.82
14,-10,4,-100,40,107.7,0.4476,787.71,149.36
14,-10,5,-100,50,111.8,0.4569,791.1,147.83
14,-10,6,-100,60,116.62,0.4604,773.24,151.04
14,-10,7,-100,70,122.07,0.4497,777.78,151.2
14,-10,8,-100,80,128.06,0.4565,781.14,153.39
14,-10,9,-100,90,134.54,0.4712,765.06,145.79
14,-9,-10,-90,-100,134.54,0.4543,796.78,156.37
14,-9,-9,-90,-90,127.28,0.4535,779.49,147.38
14,-9,-8,-90,-80,120.42,0.4503,777.05,154.77
14,-9,-7,-90,-70,114.02,0.4537,775.83,147.54
14,-9,-6,-90,-60,108.17,0.46,792.61,148.3
14,-9,-5,-90,-50,102.96,0.4598,807.86,149.28
14,-9,-4,-90,-40,98.49,0.4413,820.02,152.34
14,-9,-3,-90,-30,94.87,0.4492,780.54,151.59
14,-9,-2,-90,-20,92.2,0.4417,808.79,151.69
14,-9,-1,-90,-10,90.55,0.4442,807.38,148.66
14,-9,0,-90,0,90.0,0.4579,792.44,152.17
14,-9,1,-90,10,90.55,0.4706,787.7,145.98
14,-9,2,-90,20,92.2,0.4506,807.1,147.56
14,-9,3,-90,30,94.87,0.4495,787.12,145.68
14,-9,4,-90,40,98.49,0.453,797.97,147.26
14,-9,5,-90,50,102.96,0.4449,791.0,150.39
14,-9,6,-90,60,108.17,0.4417,784.45,154.56
14,-9,7,-90,70,114.02,0.4597,786.78,155.04
14,-9,8,-90,80,120.42,0.4556,783.14,153.23
14,-9,9,-90,90,127.28,0.4613,805.28,150.16
14,-9,10,-90,100,134.54,0.4684,776.42,150.48
14,-8,-11,-80,-110,136.01,0.4661,772.86,158.53
14,-8,-10,-80,-100,128.06,0.4534,775.05,153.81
14,-8,-9,-80,-90,120.42,0.4432,803.86,155.85
14,-8,-8,-80,-80,113.14,0.4602,794.47,153.52
14,-8,-7,-80,-70,106.3,0.4548,808.37,156.36
14,-8,-6,-80,-60,100.0,0.4504,793.8,150.04
14,-8,-5,-80,-50,94.34,0.4408,800.77,145.45
14,-8,-4,-80,-40,89.44,0.4596,819.25,147.52
14,-8,-3,-80,-30,85.44,0.4414,813.17,145.4
14,-8,-2,-80,-20,82.46,0.4427,783.96,151.07
14,-8,-1,-80,-10,80.62,0.453,802.88,149.49
14,-8,0,-80,0,80.0,0.4547,799.62,154.35
14,-8,1,-80,10,80.62,0.4573,787.18,148.68
14,-8,2,-80,20,82.46,0.4477,784.3,153.02
14,-8,3,-80,30,85.44,0.4556,794.62,151.16
14,-8,4,-80,40,89.44,0.4458,812.9,149.37
14,-8,5,-80,50,94.34,0.4339,779.09,153.89
14,-8,6,-80,60,100.0,0.4494,802.4,149.94
14,-8,7,-80,70,106.3,0.4408,778.33,154.11
14,-8,8,-80,80,113.14,0.4625,771.14,155.11
14,-8,9,-80,90,120.42,0.4528,791.15,152.34
14,-8,10,-80,100,128.06,0.465,796.39,152.24
14,-8,11,-80,110,136.01,0.472,799.7,155.71
14,-7,-11,-70,-110,130.38,0.4526,789.65,152.28
14,-7,-10,-70,-100,122.07,0.455,774.08,156.92
14,-7,-9,-70,-90,114.02,0.4543,812.37,153.96
14,-7,-8,-70,-80,106.3,0.4465,784.05,150.56
14,-7,-7,-70,-70,98.99,0.4508,791.82,153.83
14,-7,-6,-70,-60,92.2,0.4508,803.8,146.98
14,-7,-5,-70,-50,86.02,0.4357,813.0,147.03
14,-7,-4,-70,-40,80.62,0.4477,798.69,150.38
14,-7,-3,-70,-30,76.16,0.446,787.5,148.42
14,-7,-2,-70,-20,72.8,0.4362,806.12,151.55
14,-7,-1,-70,-10,70.71,0.4533,801.51,153.22
14,-7,0,-70,0,70.0,0.4594,815.43,149.79
14,-7,1,-70,10,70.71,0.4489,800.91,148.0
14,-7,2,-70,20,72.8,0.4514,800.82,152.64
14,-7,3,-70,30,76.16,0.461,803.96,152.01
14,-7,4,-70,40,80.62,0.4499,811.45,152.54
14,-7,5,-70,50,86.02,0.4612,771.23,151.75
14,-7,6,-70,60,92.2,0.448,806.84,151.7
14,-7,7,-70,70,98.99,0.4448,773.14,151.55
14,-7,8,-70,80,106.3,0.4497,805.98,150.58
14,-7,9,-70,90,114.02,0.461,797.29,147.56
14,-7,10,-70,100,122.07,0.458,788.14,151.75
14,-7,11,-70,110,130.38,0.4656,770.05,158.46
14,-6,-12,-60,-120,134.16,0.4518,759.75,156.16
14,-6,-11,-60,-110,125.3,0.4763,776.96,154.51
14,-6,-10,-60,-100,116.62,0.4647,787.66,150.52
14,-6,-9,-60,-90,108.17,0.4637,800.03,152.91
14,-6,-8,-60,-80,100.0,0.4413,804.59,153.5
14,-6,-7,-60,-70,92.2,0.454,807.7,155.08
14,-6,-6,-60,-60,84.85,0.4545,817.84,152.41
14,-6,-5,-60,-50,78.1,0.4455,803.86,151.74
14,-6,-4,-60,-40,72.11,0.4317,802.83,153.63
14,-6,-3,-60,-30,67.08,0.4426,783.55,151.03
14,-6,-2,-60,-20,63.25,0.4408,817.0,148.45
14,-6,-1,-60,-10,60.83,0.4554,786.32,156.06
14,-6,0,-60,0,60.0,0.4677,816.91,147.95
14,-6,1,-60,10,60.83,0.4494,770.34,153.92
14,-6,2,-60,20,63.25,0.4509,798.66,147.29
14,-6,3,-60,30,67.08,0.4579,808.08,150.14
14,-6,4,-60,40,72.11,0.4534,828.97,147.27
14,-6,5,-60,50,78.1,0.4399,788.29,153.61
14,-6,6,-60,60,84.85,0.4522,788.44,151.6
14,-6,7,-60,70,92.2,0.4462,802.4,151.64
14,-6,8,-60,80,100.0,0.4465,770.7,151.35
14,-6,9,-60,90,108.17,0.4518,785.65,151.99
14,-6,10,-60,100,116.62,0.461,758.34,152.41
14,-6,11,-60,110,125.3,0.4582,780.69,155.09
14,-6,12,-60,120,134.16,0.4478,736.71,149.56
14,-5,-12,-50,-120,130.0,0.4667,776.29,153.05
14,-5,-11,-50,-110,120.83,0.4711,795.32,155.63
14,-5,-10,-50,-100,111.8,0.4539,761.01,150.91
14,-5,-9,-50,-90,102.96,0.4454,784.86,152.0
14,-5,-8,-50,-80,94.34,0.4327,788.94,148.99
14,-5,-7,-50,-70,86.02,0.4552,831.21,143.72
14,-5,-6,-50,-60,78.1,0.4508,794.84,150.74
14,-5,-5,-50,-50,70.71,0.4709,778.93,148.2
14,-5,-4,-50,-40,64.03,0.4602,806.65,152.39
14,-5,-3,-50,-30,58.31,0.4466,814.55,152.69
14,-5,-2,-50,-20,53.85,0.4528,829.67,150.82
14,-5,-1,-50,-10,50.99,0.4534,793.38,151.32
14,-5,0,-50,0,50.0,0.4523,810.06,151.12
14,-5,1,-50,10,50.99,0.4531,793.73,152.04
14,-5,2,-50,20,53.85,0.4515,795.13,147.65
14,-5,3,-50,30,58.31,0.4567,812.48,149.65
14,-5,4,-50,40,64.03,0.4398,822.4,153.97
14,-5,5,-50,50,70.71,0.4691,771.85,149.17
14,-5,6,-50,60,78.1,0.4441,773.22,150.17
14,-5,7,-50,70,86.02,0.452,798.89,145.18
14,-5,8,-50,80,94.34,0.4553,781.58,153.45
14,-5,9,-50,90,102.96,0.46,802.83,149.61
14,-5,10,-50,100,111.8,0.4556,784.14,153.48
14,-5,11,-50,110,120.83,0.4688,808.29,152.65
14,-5,12,-50,120,130.0,0.4723,788.55,146.8
14,-4,-13,-40,-130,136.01,0.474,782.39,156.09
14,-4,-12,-40,-120,126.49,0.4564,805.71,151.08
14,-4,-11,-40,-110,117.05,0.4661,776.07,152.94
14,-4,-10,-40,-100,107.7,0.4643,817.43,153.78
14,-4,-9,-40,-90,98.49,0.46,812.27,149.29
14,-4,-8,-40,-80,89.44,0.4542,804.29,153.4
14,-4,-7,-40,-70,80.62,0.4593,800.85,149.72
14,-4,-6,-40,-60,72.11,0.4584,797.28,153.43
14,-4,-5,-40,-50,64.03,0.4511,791.82,148.86
14,-4,-4,-40,-40,56.57,0.4273,799.08,151.92
14,-4,-3,-40,-30,50.0,0.4704,790.74,148.98
14,-4,-2,-40,-20,44.72,0.4447,788.49,151.74
14,-4,-1,-40,-10,41.23,0.4469,789.15,151.21
14,-4,0,-40,0,40.0,0.4544,789.52,153.27
14,-4,1,-40,10,41.23,0.4633,810.66,151.62
14,-4,2,-40,20,44.72,0.4317,787.28,145.86
14,-4,3,-40,30,50.0,0.4574,814.69,151.33
14,-4,4,-40,40,56.57,0.448,796.02,161.57
14,-4,5,-40,50,64.03,0.4564,798.6,151.47
14,-4,6,-40,60,72.11,0.4398,808.59,149.25
14,-4,7,-40,70,80.62,0.454,785.78,155.47
14,-4,8,-40,80,89.44,0.4429,794.87,146.81
14,-4,9,-40,90,98.49,0.4453,796.31,150.68
14,-4,10,-40,100,107.7,0.4513,802.76,158.27
14,-4,11,-40,110,117.05,0.4546,783.3,156.27
14,-4,12,-40,120,126.49,0.452,810.35,147.79
14,-4,13,-40,130,136.01,0.4716,765.41,151.76
14,-3,-13,-30,-130,133.42,0.4656,795.02,156.37
14,-3,-12,-30,-120,123.69,0.453,800.2,150.43
14,-3,-11,-30,-110,114.02,0.4531,783.66,151.36
14,-3,-10,-30,-100,104.4,0.448,799.12,146.88
14,-3,-9,-30,-90,94.87,0.4552,791.76,147.17
14,-3,-8,-30,-80,85.44,0.4583,827.91,151.69
14,-3,-7,-30,-70,76.16,0.4519,794.17,146.01
14,-3,-6,-30,-60,67.08,0.4546,776.54,151.39
14,-3,-5,-30,-50,58.31,0.4362,803.04,153.86
14,-3,-4,-30,-40,50.0,0.4529,816.61,154.42
14,-3,-3,-30,-30,42.43,0.4503,827.81,149.15
14,-3,-2,-30,-20,36.06,0.4422,785.17,152.86
14,-3,-1,-30,-10,31.62,0.448,793.48,152.22
14,-3,0,-30,0,30.0,0.4375,839.37,146.5
14,-3,1,-30,10,31.62,0.4549,808.14,149.57
14,-3,2,-30,20,36.06,0.4589,812.35,149.67
14,-3,3,-30,30,42.43,0.455,766.96,148.79
14,-3,4,-30,40,50.0,0.4544,790.09,149.75
14,-3,5,-30,50,58.31,0.4485,774.37,152.73
14,-3,6,-30,60,67.08,0.451,782.33,155.54
14,-3,7,-30,70,76.16,0.4515,803.59,149.71
14,-3,8,-30,80,85.44,0.4652,813.99,147.92
14,-3,9,-30,90,94.87,0.4339,809.49,149.96
14,-3,10,-30,100,104.4,0.4495,794.19,145.54
14,-3,11,-30,110,114.02,0.4562,788.57,150.47
14,-3,12,-30,120,123.69,0.459,810.62,151.92
14,-3,13,-30,130,133.42,0.4725,783.75,158.31
14,-2,-13,-20,-130,131.53,0.4612,769.44,160.4
14,-2,-12,-20,-120,121.66,0.4659,809.85,154.48
14,-2,-11,-20,-110,111.8,0.4549,808.21,153.35
14,-2,-10,-20,-100,101.98,0.4476,804.35,149.73
14,-2,-9,-20,-90,92.2,0.4399,798.88,148.41
14,-2,-8,-20,-80,82.46,0.4668,784.19,148.69
14,-2,-7,-20,-70,72.8,0.4454,811.74,150.76
14,-2,-6,-20,-60,63.25,0.4653,822.63,150.32
14,-2,-5,-20,-50,53.85,0.4413,805.63,150.7
14,-2,-4,-20,-40,44.72,0.4381,796.98,150.6
14,-2,-3,-20,-30,36.06,0.4503,785.33,149.96
14,-2,-2,-20,-20,28.28,0.4491,807.32,147.27
14,-2,-1,-20,-10,22.36,0.4594,807.45,146.03
14,-2,0,-20,0,20.0,0.4522,800.63,149.75
14,-2,1,-20,10,22.36,0.4382,795.23,148.1
14,-2,2,-20,20,28.28,0.4464,813.61,147.98
14,-2,3,-20,30,36.06,0.4675,837.16,151.08
14,-2,4,-20,40,44.72,0.4397,780.73,151.42
14,-2,5,-20,50,53.85,0.4481,789.11,150.04
14,-2,6,-20,60,63.25,0.4396,835.75,151.73
14,-2,7,-20,70,72.8,0.4631,814.44,152.29
14,-2,8,-20,80,82.46,0.4429,760.52,153.13
14,-2,9,-20,90,92.2,0.4503,832.9,148.93
14,-2,10,-20,100,101.98,0.452,792.26,154.77
14,-2,11,-20,110,111.8,0.4351,799.3,149.63
14,-2,12,-20,120,121.66,0.4584,811.72,149.46
14,-2,13,-20,130,131.53,0.4529,810.76,152.95
14,-1,-13,-10,-130,130.38,0.4569,775.51,148.94
14,-1,-12,-10,-120,120.42,0.4698,810.7,147.33
14,-1,-11,-10,-110,110.45,0.4513,770.46,153.88
14,-1,-10,-10,-100,100.5,0.4563,782.86,149.33
14,-1,-9,-10,-90,90.55,0.4609,797.89,148.29
14,-1,-8,-10,-80,80.62,0.4578,801.19,153.86
14,-1,-7,-10,-70,70.71,0.4577,809.8,147.36
14,-1,-6,-10,-60,60.83,0.4607,800.11,150.24
14,-1,-5,-10,-50,50.99,0.438,789.84,147.24
14,-1,-4,-10,-40,41.23,0.4541,813.58,149.18
14,-1,-3,-10,-30,31.62,0.4512,799.0,155.3
14,-1,-2,-10,-20,22.36,0.4314,783.7,149.13
14,-1,-1,-10,-10,14.14,0.4525,792.56,145.11
14,-1,0,-10,0,10.0,0.4553,825.38,145.3
14,-1,1,-10,10,14.14,0.4532,816.99,151.37
14,-1,2,-10,20,22.36,0.4585,794.38,147.35
14,-1,3,-10,30,31.62,0.4605,805.66,150.58
14,-1,4,-10,40,41.23,0.4519,778.17,148.06
14,-1,5,-10,50,50.99,0.4514,825.93,146.78
14,-1,6,-10,60,60.83,0.4442,808.79,142.78
14,-1,7,-10,70,70.71,0.4484,781.62,156.45
14,-1,8,-10,80,80.62,0.4563,786.12,150.24
14,-1,9,-10,90,90.55,0.4423,784.38,146.3
14,-1,10,-10,100,100.5,0.4459,803.65,154.24
14,-1,11,-10,110,110.45,0.4455,779.92,158.22
14,-1,12,-10,120,120.42,0.4584,784.52,150.03
14,-1,13,-10,130,130.38,0.4559,783.95,157.29
14,0,-13,0,-130,130.0,0.4521,779.83,159.15
14,0,-12,0,-120,120.0,0.4449,808.24,158.77
14,0,-11,0,-110,110.0,0.4542,813.9,145.67
14,0,-10,0,-100,100.0,0.4492,814.12,146.3
14,0,-9,0,-90,90.0,0.4605,837.86,147.95
14,0,-8,0,-80,80.0,0.4559,814.45,154.81
14,0,-7,0,-70,70.0,0.4409,790.2,151.94
14,0,-6,0,-60,60.0,0.4507,827.33,149.08
14,0,-5,0,-50,50.0,0.4466,805.54,151.04
14,0,-4,0,-40,40.0,0.449,786.18,150.43
14,0,-3,0,-30,30.0,0.4537,787.25,146.59
14,0,-2,0,-20,20.0,0.453,846.42,153.8
14,0,-1,0,-10,10.0,0.4485,796.93,150.52
14,0,0,0,0,0.0,0.4454,806.21,145.62
14,0,1,0,10,10.0,0.4464,820.6,152.19
14,0,2,0,20,20.0,0.4556,817.11,149.04
14,0,3,0,30,30.0,0.4389,803.26,151.44
14,0,4,0,40,40.0,0.464,789.74,149.26
14,0,5,0,50,50.0,0.4595,813.55,145.63
14,0,6,0,60,60.0,0.4594,826.3,148.51
14,0,7,0,70,70.0,0.4593,810.26,147.5
14,0,8,0,80,80.0,0.4398,806.33,153.37
14,0,9,0,90,90.0,0.4473,782.53,143.68
14,0,10,0,100,100.0,0.4525,786.85,148.17
14,0,11,0,110,110.0,0.4676,805.8,153.5
14,0,12,0,120,120.0,0.4568,797.36,153.42
14,0,13,0,130,130.0,0.4583,783.22,157.48
14,1,-13,10,-130,130.38,0.464,819.36,157.73
14,1,-12,10,-120,120.42,0.4568,792.35,152.6
14,1,-11,10,-110,110.45,0.4654,776.58,151.1
14,1,-10,10,-100,100.5,0.4572,806.03,155.18
14,1,-9,10,-90,90.55,0.4469,776.67,151.71
14,1,-8,10,-80,80.62,0.4518,807.09,148.9
14,1,-7,10,-70,70.71,0.4551,796.62,152.08
14,1,-6,10,-60,60.83,0.449,823.92,144.72
14,1,-5,10,-50,50.99,0.4359,809.99,145.6
14,1,-4,10,-40,41.23,0.4514,792.82,154.05
14,1,-3,10,-30,31.62,0.4505,792.27,155.06
14,1,-2,10,-20,22.36,0.4552,783.23,144.25
14,1,-1,10,-10,14.14,0.4606,805.03,152.59
14,1,0,10,0,10.0,0.4594,809.02,150.93
14,1,1,10,10,14.14,0.4491,806.51,149.02
14,1,2,10,20,22.36,0.4607,810.6,154.46
14,1,3,10,30,31.62,0.4527,801.26,149.75
14,1,4,10,40,41.23,0.4637,782.3,144.47
14,1,5,10,50,50.99,0.4485,798.46,153.33
14,1,6,10,60,60.83,0.4612,798.19,148.78
14,1,7,10,70,70.71,0.4308,835.57,151.9
14,1,8,10,80,80.62,0.4607,816.65,144.64
14,1,9,10,90,90.55,0.4461,800.04,149.67
14,1,10,10,100,100.5,0.4583,777.69,149.41
14,1,11,10,110,110.45,0.454,779.88,154.31
14,1,12,10,120,120.42,0.4596,807.32,158.62
14,1,13,10,130,130.38,0.4598,796.02,148.15
14,2,-13,20,-130,131.53,0.45,787.34,153.08
14,2,-12,20,-120,121.66,0.4707,797.68,148.38
14,2,-11,20,-110,111.8,0.4569,786.58,155.6
14,2,-10,20,-100,101.98,0.4502,792.45,147.78
14,2,-9,20,-90,92.2,0.441,787.96,153.13
14,2,-8,20,-80,82.46,0.4636,824.39,151.42
14,2,-7,20,-70,72.8,0.4438,781.56,150.71
14,2,-6,20,-60,63.25,0.442,830.37,152.31
14,2,-5,20,-50,53.85,0.4501,803.66,150.01
14,2,-4,20,-40,44.72,0.4588,805.06,148.08
14,2,-3,20,-30,36.06,0.4528,796.61,148.82
14,2,-2,20,-20,28.28,0.4474,797.65,141.32
14,2,-1,20,-10,22.36,0.4544,810.13,146.86
14,2,0,20,0,20.0,0.4375,821.76,156.47
14,2,1,20,10,22.36,0.4493,816.92,149.54
14,2,2,20,20,28.28,0.4517,793.97,152.26
14,2,3,20,30,36.06,0.4525,821.15,149.02
14,2,4,20,40,44.72,0.4537,812.07,151.39
14,2,5,20,50,53.85,0.4528,821.92,146.9
14,2,6,20,60,63.25,0.4548,789.41,147.42
14,2,7,20,70,72.8,0.447,805.5,151.44
14,2,8,20,80,82.46,0.4482,812.29,152.69
14,2,9,20,90,92.2,0.4648,793.69,147.98
14,2,10,20,100,101.98,0.4527,776.51,157.42
14,2,11,20,110,111.8,0.4519,781.44,151.81
14,2,12,20,120,121.66,0.4585,791.99,154.05
14,2,13,20,130,131.53,0.454,787.83,153.16
14,3,-13,30,-130,133.42,0.459,795.09,149.51
14,3,-12,30,-120,123.69,0.4643,814.07,154.11
14,3,-11,30,-110,114.02,0.4712,803.37,150.98
14,3,-10,30,-100,104.4,0.4461,794.6,151.36
14,3,-9,30,-90,94.87,0.4482,810.66,146.37
14,3,-8,30,-80,85.44,0.4412,803.24,148.12
14,3,-7,30,-70,76.16,0.4487,781.03,149.06
14,3,-6,30,-60,67.08,0.4477,790.52,151.17
14,3,-5,30,-50,58.31,0.4415,821.44,150.86
14,3,-4,30,-40,50.0,0.4448,754.77,155.9
14,3,-3,30,-30,42.43,0.4543,816.49,151.96
14,3,-2,30,-20,36.06,0.4572,804.14,151.16
14,3,-1,30,-10,31.62,0.4515,812.56,152.64
14,3,0,30,0,30.0,0.4531,813.54,152.91
14,3,1,30,10,31.62,0.4455,790.92,152.56
14,3,2,30,20,36.06,0.4446,806.51,147.15
14,3,3,30,30,42.43,0.4482,761.13,148.23
14,3,4,30,40,50.0,0.4513,788.64,144.88
14,3,5,30,50,58.31,0.4437,795.4,151.52
14,3,6,30,60,67.08,0.4496,785.87,153.25
14,3,7,30,70,76.16,0.4639,788.89,155.4
14,3,8,30,80,85.44,0.4479,806.99,153.96
14,3,9,30,90,94.87,0.4605,794.6,154.13
14,3,10,30,100,104.4,0.4567,794.4,148.8
14,3,11,30,110,114.02,0.4536,803.44,150.66
14,3,12,30,120,123.69,0.4607,779.52,155.64
14,3,13,30,130,133.42,0.4556,815.22,155.01
14,4,-13,40,-130,136.01,0.4583,771.93,151.64
14,4,-12,40,-120,126.49,0.4679,790.46,154.28
14,4,-11,40,-110,117.05,0.4595,780.06,151.26
14,4,-10,40,-100,107.7,0.4385,824.35,147.14
14,4,-9,40,-90,98.49,0.4464,795.22,151.25
14,4,-8,40,-80,89.44,0.4507,807.11,156.14
14,4,-7,40,-70,80.62,0.4532,783.81,154.64
14,4,-6,40,-60,72.11,0.4616,804.8,151.74
14,4,-5,40,-50,64.03,0.4445,815.6,147.44
14,4,-4,40,-40,56.57,0.4446,810.74,153.01
14,4,-3,40,-30,50.0,0.4428,794.04,148.94
14,4,-2,40,-20,44.72,0.4585,794.56,149.05
14,4,-1,40,-10,41.23,0.4607,778.68,148.16
14,4,0,40,0,40.0,0.43,765.96,148.16
14,4,1,40,10,41.23,0.4361,781.46,143.83
14,4,2,40,20,44.72,0.4474,810.0,149.83
14,4,3,40,30,50.0,0.4574,780.35,155.24
14,4,4,40,40,56.57,0.4492,781.47,149.7
14,4,5,40,50,64.03,0.453,811.95,153.83
14,4,6,40,60,72.11,0.4508,799.01,151.04
14,4,7,40,70,80.62,0.4601,789.01,147.45
14,4,8,40,80,89.44,0.4493,816.77,148.54
14,4,9,40,90,98.49,0.457,804.69,149.23
14,4,10,40,100,107.7,0.4485,800.31,147.71
14,4,11,40,110,117.05,0.467,813.52,151.64
14,4,12,40,120,126.49,0.4752,789.25,151.79
14,4,13,40,130,136.01,0.4605,776.64,153.1
14,5,-12,50,-120,130.0,0.4544,799.83,153.17
14,5,-11,50,-110,120.83,0.4424,825.57,154.53
14,5,-10,50,-100,111.8,0.4395,771.55,146.6
14,5,-9,50,-90,102.96,0.4529,803.68,151.59
14,5,-8,50,-80,94.34,0.4464,790.37,150.81
14,5,-7,50,-70,86.02,0.445,800.64,152.38
14,5,-6,50,-60,78.1,0.4449,820.68,145.92
14,5,-5,50,-50,70.71,0.4464,800.06,145.99
14,5,-4,50,-40,64.03,0.4513,806.27,146.2
14,5,-3,50,-30,58.31,0.4444,789.98,145.31
14,5,-2,50,-20,53.85,0.4519,796.75,147.24
14,5,-1,50,-10,50.99,0.4477,799.56,143.25
14,5,0,50,0,50.0,0.4495,788.32,144.8
14,5,1,50,10,50.99,0.4555,788.17,154.97
14,5,2,50,20,53.85,0.4504,800.2,151.58
14,5,3,50,30,58.31,0.4643,791.04,153.59
14,5,4,50,40,64.03,0.4469,795.18,149.64
14,5,5,50,50,70.71,0.4483,795.37,145.57
14,5,6,50,60,78.1,0.4494,795.07,153.24
14,5,7,50,70,86.02,0.4494,773.41,148.8
14,5,8,50,80,94.34,0.4548,776.53,144.06
14,5,9,50,90,102.96,0.456,811.08,152.94
14,5,10,50,100,111.8,0.4626,778.04,152.36
14,5,11,50,110,120.83,0.4604,805.88,155.55
14,5,12,50,120,130.0,0.4667,774.37,148.31
14,6,-12,60,-120,134.16,0.4464,788.91,156.92
14,6,-11,60,-110,125.3,0.4533,796.41,154.68
14,6,-10,60,-100,116.62,0.4474,807.92,153.06
14,6,-9,60,-90,108.17,0.4372,788.06,154.26
14,6,-8,60,-80,100.0,0.4453,813.59,154.24
14,6,-7,60,-70,92.2,0.444,784.02,152.15
14,6,-6,60,-60,84.85,0.454,808.55,149.59
14,6,-5,60,-50,78.1,0.4614,813.46,148.68
14,6,-4,60,-40,72.11,0.4556,802.15,145.66
14,6,-3,60,-30,67.08,0.4379,799.51,148.29
14,6,-2,60,-20,63.25,0.4417,793.86,151.68
14,6,-1,60,-10,60.83,0.4524,799.78,145.1
14,6,0,60,0,60.0,0.4351,819.98,149.78
14,6,1,60,10,60.83,0.4565,801.96,147.76
14,6,2,60,20,63.25,0.4468,817.47,151.76
14,6,3,60,30,67.08,0.4438,813.44,147.72
14,6,4,60,40,72.11,0.4532,775.33,149.42
14,6,5,60,50,78.1,0.452,791.51,152.32
14,6,6,60,60,84.85,0.4404,811.3,151.01
14,6,7,60,70,92.2,0.4439,775.19,154.96
14,6,8,60,80,100.0,0.4511,789.74,149.45
14,6,9,60,90,108.17,0.4455,804.72,151.63
14,6,10,60,100,116.62,0.4448,791.81,148.14
14,6,11,60,110,125.3,0.4655,774.85,156.63
14,6,12,60,120,134.16,0.4746,775.0,152.08
14,7,-11,70,-110,130.38,0.4493,754.65,149.34
14,7,-10,70,-100,122.07,0.4536,752.11,154.94
14,7,-9,70,-90,114.02,0.4589,799.49,155.32
14,7,-8,70,-80,106.3,0.4435,779.09,154.48
14,7,-7,70,-70,98.99,0.4466,804.13,144.1
14,7,-6,70,-60,92.2,0.4587,805.09,145.71
14,7,-5,70,-50,86.02,0.4617,802.31,155.83
14,7,-4,70,-40,80.62,0.4335,805.33,148.18
14,7,-3,70,-30,76.16,0.4476,802.23,144.6
14,7,-2,70,-20,72.8,0.4669,825.99,150.67
14,7,-1,70,-10,70.71,0.4395,795.68,150.7
14,7,0,70,0,70.0,0.4445,812.9,150.45
14,7,1,70,10,70.71,0.4494,811.7,144.83
14,7,2,70,20,72.8,0.4437,798.31,147.75
14,7,3,70,30,76.16,0.4387,782.5,149.99
14,7,4,70,40,80.62,0.4521,834.52,153.24
14,7,5,70,50,86.02,0.4412,818.55,150.19
14,7,6,70,60,92.2,0.4489,789.59,145.45
14,7,7,70,70,98.99,0.4512,778.89,149.69
