lot,phase,wafer_id,product,tool,chamber,process_step,pattern,root_cause,action,die_x,die_y,die_dx,die_dy,status,fail_reason
LOT-A,改善前,W04,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,16,30,0.0,14.0,PASS,pass
LOT-A,改善前,W04,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,17,30,1.0,14.0,PASS,pass
LOT-A,改善前,W04,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,18,30,2.0,14.0,PASS,pass
LOT-A,改善前,W04,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,19,30,3.0,14.0,PASS,pass
LOT-A,改善前,W04,28nm MCU,ETCH-07,B,Plasma Etch,top_right_cluster,右上局部簇状失效，怀疑 chamber B 粒子污染,执行 chamber PM 与 particle clean,20,30,4.0,14.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,12,2,-4.0,-14.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,13,2,-3.0,-14.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,14,2,-2.0,-14.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,15,2,-1.0,-14.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,16,2,0.0,-14.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,17,2,1.0,-14.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,18,2,2.0,-14.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,19,2,3.0,-14.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,20,2,4.0,-14.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,9,3,-7.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,10,3,-6.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,11,3,-5.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,12,3,-4.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,13,3,-3.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,14,3,-2.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,15,3,-1.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,16,3,0.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,17,3,1.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,18,3,2.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,19,3,3.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,20,3,4.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,21,3,5.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,22,3,6.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,23,3,7.0,-13.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,8,4,-8.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,9,4,-7.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,10,4,-6.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,11,4,-5.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,12,4,-4.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,13,4,-3.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,14,4,-2.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,15,4,-1.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,16,4,0.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,17,4,1.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,18,4,2.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,19,4,3.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,20,4,4.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,21,4,5.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,22,4,6.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,23,4,7.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,24,4,8.0,-12.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,7,5,-9.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,8,5,-8.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,9,5,-7.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,10,5,-6.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,11,5,-5.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,12,5,-4.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,13,5,-3.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,14,5,-2.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,15,5,-1.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,16,5,0.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,17,5,1.0,-11.0,FAIL,random
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,18,5,2.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,19,5,3.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,20,5,4.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,21,5,5.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,22,5,6.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,23,5,7.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,24,5,8.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,25,5,9.0,-11.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,6,6,-10.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,7,6,-9.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,8,6,-8.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,9,6,-7.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,10,6,-6.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,11,6,-5.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,12,6,-4.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,13,6,-3.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,14,6,-2.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,15,6,-1.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,16,6,0.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,17,6,1.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,18,6,2.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,19,6,3.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,20,6,4.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,21,6,5.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,22,6,6.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,23,6,7.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,24,6,8.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,25,6,9.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,26,6,10.0,-10.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,5,7,-11.0,-9.0,FAIL,scratch_diagonal
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,6,7,-10.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,7,7,-9.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,8,7,-8.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,9,7,-7.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,10,7,-6.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,11,7,-5.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,12,7,-4.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,13,7,-3.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,14,7,-2.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,15,7,-1.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,16,7,0.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,17,7,1.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,18,7,2.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,19,7,3.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,20,7,4.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,21,7,5.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,22,7,6.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,23,7,7.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,24,7,8.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,25,7,9.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,26,7,10.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,27,7,11.0,-9.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,4,8,-12.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,5,8,-11.0,-8.0,FAIL,scratch_diagonal
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,6,8,-10.0,-8.0,FAIL,scratch_diagonal
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,7,8,-9.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,8,8,-8.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,9,8,-7.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,10,8,-6.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,11,8,-5.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,12,8,-4.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,13,8,-3.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,14,8,-2.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,15,8,-1.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,16,8,0.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,17,8,1.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,18,8,2.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,19,8,3.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,20,8,4.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,21,8,5.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,22,8,6.0,-8.0,PASS,pass
LOT-A,改善前,W05,28nm MCU,CMP-03,-,CMP,scratch_diagonal,对角线刮伤，怀疑机械手搬运路径与 pad condition 异常,检查机械手轨迹并更换 pad,23,8,7.0,-8.0,PASS,pass
